,x1,x2,x3,x4,x5,x6,label,pred
0,4.453821659088135,0.5842010378837585,-1.852914810180664,2.7823286056518555,1.5448930263519287,-2.532519578933716,0.0,0.0
1,6.133831024169922,1.4559823274612427,-1.105486512184143,1.6137864589691162,1.1307005882263184,-2.710588216781616,0.0,0.0
2,10.169326782226562,-1.2526378631591797,0.2228296995162964,-1.399305820465088,-0.17052657902240753,-0.9874593019485474,0.0,0.0
3,10.386882781982422,-0.5926697254180908,-0.40458056330680847,1.6512424945831299,2.2056479454040527,-6.285003185272217,0.0,0.0
4,10.384916305541992,-0.8715599775314331,-0.5960954427719116,1.7083731889724731,2.1297504901885986,-5.896920204162598,0.0,0.0
5,10.507707595825195,-1.7609456777572632,-0.844441294670105,2.1229617595672607,1.8209882974624634,-5.460187911987305,0.0,0.0
6,9.90481185913086,-2.4918251037597656,-1.9624361991882324,3.4366302490234375,2.009258508682251,-5.580405235290527,0.0,0.0
7,8.585573196411133,-2.300170660018921,-2.5719082355499268,3.7899811267852783,2.3260738849639893,-5.504079818725586,0.0,0.0
8,9.153329849243164,-1.1695663928985596,-1.6975494623184204,3.1872200965881348,1.9600310325622559,-5.910498142242432,0.0,0.0
9,9.985642433166504,-1.6269978284835815,-0.8438830375671387,2.4556357860565186,1.545892596244812,-5.407981872558594,0.0,0.0
10,9.614556312561035,-1.0652436017990112,-0.6350281238555908,1.9995479583740234,1.840543270111084,-5.283158779144287,0.0,0.0
11,9.977301597595215,-0.8877385854721069,-0.3476537764072418,1.5944697856903076,1.760515570640564,-5.266941547393799,0.0,0.0
12,9.98094367980957,-0.6741937398910522,0.07305101305246353,1.5645053386688232,1.5228915214538574,-5.36533784866333,0.0,0.0
13,8.634140014648438,-0.006834324449300766,-0.26216718554496765,0.4868069291114807,0.6067774295806885,-2.598517894744873,0.0,0.0
14,9.34391975402832,-0.7273276448249817,-0.6755057573318481,2.34708833694458,1.5170824527740479,-5.366828918457031,0.0,0.0
15,9.638396263122559,0.07274889945983887,-0.1432211697101593,2.148453950881958,1.229823350906372,-5.91747522354126,0.0,0.0
16,9.41501522064209,-0.6510555148124695,-0.3258986473083496,2.536818504333496,1.6705150604248047,-6.150583744049072,0.0,0.0
17,10.826817512512207,-0.680450439453125,0.0337279811501503,2.2020835876464844,1.4395239353179932,-6.38210391998291,0.0,0.0
18,11.177242279052734,-1.022424340248108,0.2496388852596283,1.6393723487854004,1.2639285326004028,-5.788318157196045,0.0,0.0
19,11.513178825378418,-1.6547666788101196,0.3220902979373932,1.548557996749878,1.1175346374511719,-5.496525764465332,0.0,0.0
20,10.27033805847168,-2.200092315673828,-1.477232813835144,3.0222818851470947,1.9060254096984863,-5.667486190795898,0.0,0.0
21,9.613519668579102,-2.186493158340454,-2.293407440185547,3.4955711364746094,2.218263864517212,-5.778367042541504,0.0,0.0
22,8.564188957214355,-2.3304200172424316,-2.296520948410034,3.8571665287017822,2.561204671859741,-6.056451320648193,0.0,0.0
23,9.598549842834473,-2.050893783569336,-1.5489002466201782,3.2616872787475586,1.946199655532837,-5.72793436050415,0.0,0.0
24,9.144564628601074,0.3731287717819214,-0.009872250258922577,0.7020004987716675,0.7828835844993591,-3.3798632621765137,0.0,0.0
25,9.594762802124023,-1.6748214960098267,-0.8458726406097412,2.4222395420074463,2.018153429031372,-5.422727108001709,0.0,0.0
26,9.422216415405273,-1.1698790788650513,-0.26335838437080383,1.8483378887176514,2.0583817958831787,-5.319151401519775,0.0,0.0
27,9.625974655151367,-0.9834177494049072,0.010035492479801178,1.6653140783309937,1.939607858657837,-5.322139263153076,0.0,0.0
28,9.259867668151855,-1.2185357809066772,-0.6786118745803833,2.1644041538238525,2.02201509475708,-5.282372951507568,0.0,0.0
29,9.12345027923584,-0.9377846121788025,-0.8161174058914185,2.6293206214904785,1.7582203149795532,-5.614891052246094,0.0,0.0
30,8.993701934814453,-0.7372463941574097,-0.7382782101631165,2.62245774269104,2.054260015487671,-6.132530212402344,0.0,0.0
31,9.40377140045166,-1.3482502698898315,-0.9125362634658813,2.872025489807129,2.01702880859375,-6.098933696746826,0.0,0.0
32,10.667265892028809,-1.0436893701553345,-0.1995019018650055,2.167964220046997,1.7011686563491821,-6.15940523147583,0.0,0.0
33,10.733359336853027,-0.770788311958313,0.754154622554779,1.2665618658065796,1.731985092163086,-5.860194683074951,0.0,0.0
34,6.26764440536499,-2.6342177391052246,-2.3935539722442627,0.6916354298591614,5.049600124359131,2.6879043579101562,0.0,0.0
35,7.328699111938477,-2.738128900527954,-1.324331521987915,-0.40866565704345703,5.332605361938477,3.0410869121551514,0.0,0.0
36,6.030589580535889,-0.3359730541706085,2.763472318649292,0.3063979744911194,3.696277618408203,-3.259720802307129,0.0,0.0
37,7.6392598152160645,1.962997555732727,1.2448644638061523,-0.4267241954803467,4.113827705383301,-4.79695463180542,0.0,0.0
38,7.424595832824707,2.2994346618652344,1.2363862991333008,-0.747279703617096,3.999579906463623,-4.394967555999756,0.0,0.0
39,7.359770774841309,2.2555301189422607,1.196175217628479,-0.7857180833816528,3.8820528984069824,-4.1172051429748535,0.0,0.0
40,7.285574913024902,2.488532543182373,0.6646665334701538,-1.023900032043457,4.006065845489502,-3.782306671142578,0.0,0.0
